hour,minute
5,18
6,3
6,25
6,52
7,3
7,16
7,29
7,42
7,55
8,7
8,18
8,30
8,54
9,16
9,38
10,0
10,35
11,15
11,55
12,35
13,15
13,55
14,35
15,15
15,55
16,35
17,2
17,25
17,50
18,13
18,35
18,58
19,31
19,58
20,29
21,3
21,39
22,18
22,44
0,22
0,13
1,-2
1,2
1,11
