hour,minute
5,20
6,5
6,27
6,54
7,5
7,18
7,31
7,44
7,57
8,9
8,20
8,32
8,56
9,18
9,40
10,2
10,37
11,17
11,57
12,37
13,17
13,57
14,37
15,17
15,57
16,37
17,4
17,27
17,52
18,15
18,37
19,0
19,33
20,0
20,31
21,5
21,41
22,20
22,46
0,22
0,13
1,-2
1,2
1,11
