hour,minute
5,16
6,1
6,23
6,50
7,1
7,14
7,27
7,40
7,53
8,5
8,16
8,28
8,52
9,14
9,36
9,58
10,33
11,13
11,53
12,33
13,13
13,53
14,33
15,13
15,53
16,33
17,0
17,23
17,48
18,11
18,33
18,56
19,28
19,56
20,26
21,1
21,37
22,16
22,42
0,22
0,13
1,-2
1,2
1,11
